dr_asset_id,dr_discharge,dr_jurisdiction,dr_lat,dr_lon,dr_owner,dr_subtype,dr_subwatershed,dr_type
GRANDV_40157764,Rush Creek,City of Grandville,42.8838233309,-85.7690456734,City of Grandville,16.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40157765,Rush Creek,City of Grandville,42.8837547546,-85.7690497551,City of Grandville,16.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40163279,Buck Creek,City of Grandville,42.9042009667,-85.7690502394,City of Grandville,15.0,Buck Creek,Storm Water Inlet Drain
GRANDV_40163277,Buck Creek,City of Grandville,42.9043057032,-85.7690693742,City of Grandville,15.0,Buck Creek,Storm Water Inlet Drain
GRANDV_40161119,Rush Creek,City of Grandville,42.8846795422,-85.7693276823,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40161118,Rush Creek,City of Grandville,42.884778009499996,-85.7693299133,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40157772,Rush Creek,City of Grandville,42.883802324099996,-85.7696783044,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40163189,Buck Creek,City of Grandville,42.905914578,-85.7698035631,City of Grandville,15.0,Buck Creek,Storm Water Inlet Drain
GRANDV_40163190,Buck Creek,City of Grandville,42.9058222558,-85.7698037845,City of Grandville,15.0,Buck Creek,Storm Water Inlet Drain
GRANDV_40163188,Buck Creek,City of Grandville,42.9058691735,-85.7707942881,City of Grandville,15.0,Buck Creek,Storm Water Inlet Drain
GRANDV_40163169,Buck Creek,City of Grandville,42.9057710746,-85.7708112882,City of Grandville,15.0,Buck Creek,Storm Water Inlet Drain
GRANDV_40223156,Rush Creek,City of Grandville,42.8813906878,-85.77172845060001,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40159299,Direct Drainage to Lower Grand River,City of Grandville,42.9089219011,-85.7720418018,City of Grandville,15.0,Direct Drainage to Lower Grand River,Storm Water Inlet Drain
GRANDV_40163260,Buck Creek,City of Grandville,42.905307432,-85.7720652949,City of Grandville,15.0,Buck Creek,Storm Water Inlet Drain
GRANDV_40163253,Buck Creek,City of Grandville,42.9052356781,-85.7721046925,City of Grandville,15.0,Buck Creek,Storm Water Inlet Drain
GRANDV_40163165,Buck Creek,City of Grandville,42.9056608638,-85.77223616149999,City of Grandville,15.0,Buck Creek,Storm Water Inlet Drain
GRANDV_40159288,Rush Creek,City of Grandville,42.8871234898,-85.7722411302,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40163187,Buck Creek,City of Grandville,42.905852376999995,-85.7722440204,City of Grandville,15.0,Buck Creek,Storm Water Inlet Drain
GRANDV_40159287,Rush Creek,City of Grandville,42.887120689,-85.7723865416,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40158777,Rush Creek,City of Grandville,42.8860582895,-85.772389437,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40158663,Buck Creek,City of Grandville,42.902993148200004,-85.7729536815,City of Grandville,15.0,Buck Creek,Storm Water Inlet Drain
GRANDV_40158661,Buck Creek,City of Grandville,42.903187483800004,-85.7730669146,City of Grandville,15.0,Buck Creek,Storm Water Inlet Drain
GRANDV_40159292,Buck Creek,City of Grandville,42.9082548728,-85.773154265,City of Grandville,15.0,Buck Creek,Storm Water Inlet Drain
GRANDV_40159311,Buck Creek,City of Grandville,42.9088738644,-85.77325427529999,City of Grandville,15.0,Buck Creek,Storm Water Inlet Drain
GRANDV_40158662,Buck Creek,City of Grandville,42.9032622112,-85.7734066001,City of Grandville,15.0,Buck Creek,Storm Water Inlet Drain
GRANDV_40158848,Rush Creek,City of Grandville,42.887379208,-85.77346104979999,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40158751,Rush Creek,City of Grandville,42.8876256846,-85.7735163249,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40158670,Buck Creek,City of Grandville,42.903354148000005,-85.7735293411,City of Grandville,15.0,Buck Creek,Storm Water Inlet Drain
GRANDV_40158750,Rush Creek,City of Grandville,42.887555765,-85.7735560126,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40158828,Rush Creek,City of Grandville,42.8860107498,-85.77393582170001,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40158826,Rush Creek,City of Grandville,42.886273999699995,-85.77393706630001,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40158827,Rush Creek,City of Grandville,42.8862011408,-85.7739702669,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40158638,Buck Creek,City of Grandville,42.903306899,-85.7742075648,City of Grandville,15.0,Buck Creek,Storm Water Inlet Drain
GRANDV_40158825,Rush Creek,City of Grandville,42.8863405417,-85.7743194666,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40158837,Rush Creek,City of Grandville,42.8872106284,-85.7744830846,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40158838,Rush Creek,City of Grandville,42.8868279885,-85.7745005817,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40158642,Buck Creek,City of Grandville,42.9028467184,-85.7745231385,City of Grandville,15.0,Buck Creek,Storm Water Inlet Drain
GRANDV_40158640,Buck Creek,City of Grandville,42.9030022894,-85.7745280587,City of Grandville,15.0,Buck Creek,Storm Water Inlet Drain
GRANDV_40158617,Buck Creek,City of Grandville,42.9025591354,-85.77459039760001,City of Grandville,15.0,Buck Creek,Storm Water Inlet Drain
GRANDV_40158790,Rush Creek,City of Grandville,42.8874243044,-85.77488018380001,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40158721,Rush Creek,City of Grandville,42.887692488,-85.77520093609999,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40158717,Rush Creek,City of Grandville,42.8877106935,-85.7753428335,City of Grandville,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_148,Rush Creek,Ottawa County Water Resource Commissioner,42.906906731999996,-85.7818402545,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_149,Rush Creek,Ottawa County Water Resource Commissioner,42.9066826244,-85.7818545736,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40201488,Rush Creek,City of Grandville,42.887267741799995,-85.7821544591,City of Grandville,16.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40201483,Rush Creek,City of Grandville,42.8859631331,-85.7821643445,City of Grandville,16.0,Rush Creek,Storm Water Inlet Drain
OCRC_142,Rush Creek,Ottawa County Water Resource Commissioner,42.9066737772,-85.7821849176,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_146,Rush Creek,Ottawa County Water Resource Commissioner,42.9068922407,-85.7822417652,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40201487,Rush Creek,City of Grandville,42.8872746654,-85.7823684108,City of Grandville,16.0,Rush Creek,Storm Water Inlet Drain
GRANDV_40201482,Rush Creek,City of Grandville,42.885960513200004,-85.7823762238,City of Grandville,16.0,Rush Creek,Storm Water Inlet Drain
OCRC_143,Rush Creek,Ottawa County Water Resource Commissioner,42.906636911,-85.78246925149999,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_147,Rush Creek,Ottawa County Water Resource Commissioner,42.9068769468,-85.78270807060001,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_85,Rush Creek,Ottawa County Water Resource Commissioner,42.8997318676,-85.7827105659,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_84,Rush Creek,Ottawa County Water Resource Commissioner,42.8998919092,-85.7827142275,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_145,Rush Creek,Ottawa County Water Resource Commissioner,42.906826911799996,-85.7829013652,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_141,Rush Creek,Ottawa County Water Resource Commissioner,42.9066051631,-85.7831101733,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_144,Rush Creek,Ottawa County Water Resource Commissioner,42.9068195041,-85.7831150792,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_139,Rush Creek,Ottawa County Water Resource Commissioner,42.9068338277,-85.7834978049,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_140,Rush Creek,Ottawa County Water Resource Commissioner,42.9066192461,-85.7835123361,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_138,Rush Creek,Ottawa County Water Resource Commissioner,42.9068515174,-85.7836083923,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_137,Rush Creek,Ottawa County Water Resource Commissioner,42.906881973000004,-85.7838424174,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_136,Rush Creek,Ottawa County Water Resource Commissioner,42.9069229167,-85.7839989069,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_243,Rush Creek,Ottawa County Water Resource Commissioner,42.8852574269,-85.7841329467,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_132,Rush Creek,Ottawa County Water Resource Commissioner,42.9067204592,-85.7841887093,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_135,Rush Creek,Ottawa County Water Resource Commissioner,42.906972023,-85.7842657663,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_82,Rush Creek,Ottawa County Water Resource Commissioner,42.899892773699996,-85.784492522,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_83,Rush Creek,Ottawa County Water Resource Commissioner,42.8997555312,-85.7844945625,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_133,Rush Creek,Ottawa County Water Resource Commissioner,42.9068019443,-85.7845340856,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_134,Rush Creek,Ottawa County Water Resource Commissioner,42.9070342949,-85.7846236665,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_122,Rush Creek,Ottawa County Water Resource Commissioner,42.9070852305,-85.7849735301,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_121,Rush Creek,Ottawa County Water Resource Commissioner,42.906903932199995,-85.7850704838,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_131,Rush Creek,Ottawa County Water Resource Commissioner,42.906936204299996,-85.785234553,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_244,Rush Creek,Ottawa County Water Resource Commissioner,42.884833675100005,-85.7852635514,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_124,Rush Creek,Ottawa County Water Resource Commissioner,42.9071552497,-85.7853212392,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_130,Rush Creek,Ottawa County Water Resource Commissioner,42.9069796668,-85.785418323,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_155,Rush Creek,Ottawa County Water Resource Commissioner,42.9048197972,-85.7856332378,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_153,Rush Creek,Ottawa County Water Resource Commissioner,42.9051236743,-85.785717979,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_129,Rush Creek,Ottawa County Water Resource Commissioner,42.907009867,-85.7857495637,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_123,Rush Creek,Ottawa County Water Resource Commissioner,42.9072179623,-85.78579711260001,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_156,Rush Creek,Ottawa County Water Resource Commissioner,42.9044927727,-85.7858785018,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_154,Rush Creek,Ottawa County Water Resource Commissioner,42.9047687936,-85.78590427489999,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_128,Rush Creek,Ottawa County Water Resource Commissioner,42.9070128848,-85.785967406,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_127,Rush Creek,Ottawa County Water Resource Commissioner,42.9072178812,-85.7860343286,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_152,Rush Creek,Ottawa County Water Resource Commissioner,42.9056906732,-85.7861004088,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_126,Rush Creek,Ottawa County Water Resource Commissioner,42.9072149899,-85.7862675914,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_245,Rush Creek,Ottawa County Water Resource Commissioner,42.884073902,-85.78628795520001,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_125,Rush Creek,Ottawa County Water Resource Commissioner,42.9072087582,-85.7865396656,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_622,Sand Creek,Ottawa County Water Resource Commissioner,43.010708343299996,-85.7867801483,Ottawa County Water Resource Commissioner,15.0,Sand Creek,Storm Water Inlet Drain
OCRC_620,Sand Creek,Ottawa County Water Resource Commissioner,43.011843891999995,-85.78689909159999,Ottawa County Water Resource Commissioner,15.0,Sand Creek,Storm Water Inlet Drain
OCRC_623,Sand Creek,Ottawa County Water Resource Commissioner,43.0127732993,-85.78694123380001,Ottawa County Water Resource Commissioner,15.0,Sand Creek,Storm Water Inlet Drain
OCRC_621,Sand Creek,Ottawa County Water Resource Commissioner,43.0107158606,-85.7869426266,Ottawa County Water Resource Commissioner,15.0,Sand Creek,Storm Water Inlet Drain
OCRC_619,Sand Creek,Ottawa County Water Resource Commissioner,43.0118435583,-85.7870340911,Ottawa County Water Resource Commissioner,15.0,Sand Creek,Storm Water Inlet Drain
OCRC_618,Sand Creek,Ottawa County Water Resource Commissioner,43.0127882132,-85.7870632764,Ottawa County Water Resource Commissioner,15.0,Sand Creek,Storm Water Inlet Drain
OCRC_105,Rush Creek,Ottawa County Water Resource Commissioner,42.9072445509,-85.7871060941,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_118,Rush Creek,Ottawa County Water Resource Commissioner,42.9070364409,-85.7873670526,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_151,Rush Creek,Ottawa County Water Resource Commissioner,42.906498866599996,-85.7873957597,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_247,Rush Creek,Ottawa County Water Resource Commissioner,42.882575345,-85.78756489850001,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_104,Rush Creek,Ottawa County Water Resource Commissioner,42.907228996,-85.7875918396,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_150,Rush Creek,Ottawa County Water Resource Commissioner,42.906400870700004,-85.7876138735,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_246,Rush Creek,Ottawa County Water Resource Commissioner,42.882832788099996,-85.7877055664,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_617,Sand Creek,Ottawa County Water Resource Commissioner,43.0147700294,-85.7877180705,Ottawa County Water Resource Commissioner,15.0,Sand Creek,Storm Water Inlet Drain
OCRC_119,Rush Creek,Ottawa County Water Resource Commissioner,42.9070453439,-85.7878015072,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_103,Rush Creek,Ottawa County Water Resource Commissioner,42.9072311059,-85.7878057731,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_86,Rush Creek,Ottawa County Water Resource Commissioner,42.9066067316,-85.78796837510001,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_108,Rush Creek,Ottawa County Water Resource Commissioner,42.9068286711,-85.78798449,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_120,Rush Creek,Ottawa County Water Resource Commissioner,42.9070233965,-85.7880343316,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_248,Rush Creek,Ottawa County Water Resource Commissioner,42.8824385825,-85.7881422576,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_107,Rush Creek,Ottawa County Water Resource Commissioner,42.9067360806,-85.7881508776,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_117,Direct Drainage to Lower Grand River,Ottawa County Water Resource Commissioner,42.9072356463,-85.7882077221,Ottawa County Water Resource Commissioner,15.0,Direct Drainage to Lower Grand River,Storm Water Inlet Drain
OCRC_624,Sand Creek,Ottawa County Water Resource Commissioner,43.015501851,-85.7882116128,Ottawa County Water Resource Commissioner,15.0,Sand Creek,Storm Water Inlet Drain
OCRC_249,Rush Creek,Ottawa County Water Resource Commissioner,42.8820107747,-85.7882153627,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_106,Rush Creek,Ottawa County Water Resource Commissioner,42.9069005381,-85.7883361325,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_615,Sand Creek,Ottawa County Water Resource Commissioner,43.0159625921,-85.7883688102,Ottawa County Water Resource Commissioner,15.0,Sand Creek,Storm Water Inlet Drain
OCRC_94,Rush Creek,Ottawa County Water Resource Commissioner,42.9058440856,-85.7883786206,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_116,Direct Drainage to Lower Grand River,Ottawa County Water Resource Commissioner,42.907218541599995,-85.7884341771,Ottawa County Water Resource Commissioner,15.0,Direct Drainage to Lower Grand River,Storm Water Inlet Drain
OCRC_93,Rush Creek,Ottawa County Water Resource Commissioner,42.9056807716,-85.78848504930001,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_92,Rush Creek,Ottawa County Water Resource Commissioner,42.9057409224,-85.78862901789999,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_115,Direct Drainage to Lower Grand River,Ottawa County Water Resource Commissioner,42.907229693400005,-85.7886872066,Ottawa County Water Resource Commissioner,15.0,Direct Drainage to Lower Grand River,Storm Water Inlet Drain
OCRC_91,Rush Creek,Ottawa County Water Resource Commissioner,42.9058733246,-85.7887098348,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_616,Sand Creek,Ottawa County Water Resource Commissioner,43.0160058782,-85.7887204164,Ottawa County Water Resource Commissioner,15.0,Sand Creek,Storm Water Inlet Drain
OCRC_109,Rush Creek,Ottawa County Water Resource Commissioner,42.9070241548,-85.7887408158,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_76,Rush Creek,Ottawa County Water Resource Commissioner,42.9003277119,-85.78874168979999,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_81,Rush Creek,Ottawa County Water Resource Commissioner,42.9001289218,-85.7887889673,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_90,Rush Creek,Ottawa County Water Resource Commissioner,42.9057715287,-85.7888500824,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_250,Rush Creek,Ottawa County Water Resource Commissioner,42.881839965,-85.7890018433,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_114,Direct Drainage to Lower Grand River,Ottawa County Water Resource Commissioner,42.907229709,-85.7890696077,Ottawa County Water Resource Commissioner,15.0,Direct Drainage to Lower Grand River,Storm Water Inlet Drain
OCRC_89,Rush Creek,Ottawa County Water Resource Commissioner,42.9058634919,-85.789117926,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_88,Rush Creek,Ottawa County Water Resource Commissioner,42.9059824897,-85.78912714239999,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_110,Rush Creek,Ottawa County Water Resource Commissioner,42.9070324891,-85.78922062699999,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_270,Rush Creek,Ottawa County Water Resource Commissioner,42.8813730152,-85.7893414817,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_113,Direct Drainage to Lower Grand River,Ottawa County Water Resource Commissioner,42.9072357743,-85.7893484459,Ottawa County Water Resource Commissioner,15.0,Direct Drainage to Lower Grand River,Storm Water Inlet Drain
OCRC_101,Rush Creek,Ottawa County Water Resource Commissioner,42.907033952,-85.7894863959,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_112,Direct Drainage to Lower Grand River,Ottawa County Water Resource Commissioner,42.907245958000004,-85.78967923,Ottawa County Water Resource Commissioner,15.0,Direct Drainage to Lower Grand River,Storm Water Inlet Drain
OCRC_77,Rush Creek,Ottawa County Water Resource Commissioner,42.9004830112,-85.78974068779999,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_80,Rush Creek,Ottawa County Water Resource Commissioner,42.9003070837,-85.7897884879,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_255,Rush Creek,Ottawa County Water Resource Commissioner,42.881557100500004,-85.78986400640001,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_100,Rush Creek,Ottawa County Water Resource Commissioner,42.9070434105,-85.7898754943,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_111,Direct Drainage to Lower Grand River,Ottawa County Water Resource Commissioner,42.907228286700004,-85.7899510411,Ottawa County Water Resource Commissioner,15.0,Direct Drainage to Lower Grand River,Storm Water Inlet Drain
OCRC_87,Rush Creek,Ottawa County Water Resource Commissioner,42.9059969785,-85.7902616924,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_99,Rush Creek,Ottawa County Water Resource Commissioner,42.907033815300004,-85.7902641546,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_102,Direct Drainage to Lower Grand River,Ottawa County Water Resource Commissioner,42.9072429902,-85.7903013733,Ottawa County Water Resource Commissioner,15.0,Direct Drainage to Lower Grand River,Storm Water Inlet Drain
OCRC_78,Rush Creek,Ottawa County Water Resource Commissioner,42.9005743531,-85.7903649326,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_79,Rush Creek,Ottawa County Water Resource Commissioner,42.9003905466,-85.7904332878,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_253,Rush Creek,Ottawa County Water Resource Commissioner,42.881164320399996,-85.79079826739999,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_254,Rush Creek,Ottawa County Water Resource Commissioner,42.8814158147,-85.79080405260001,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_98,Rush Creek,Ottawa County Water Resource Commissioner,42.9070269031,-85.7908172874,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_97,Direct Drainage to Lower Grand River,Ottawa County Water Resource Commissioner,42.9072475254,-85.79085347520001,Ottawa County Water Resource Commissioner,15.0,Direct Drainage to Lower Grand River,Storm Water Inlet Drain
OCRC_75,Rush Creek,Ottawa County Water Resource Commissioner,42.900794088299996,-85.79108545609999,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_73,Rush Creek,Ottawa County Water Resource Commissioner,42.901635119699996,-85.79149884430001,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_95,Direct Drainage to Lower Grand River,Ottawa County Water Resource Commissioner,42.9072998532,-85.7915494832,Ottawa County Water Resource Commissioner,15.0,Direct Drainage to Lower Grand River,Storm Water Inlet Drain
OCRC_96,Rush Creek,Ottawa County Water Resource Commissioner,42.9070326021,-85.7915848104,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_74,Rush Creek,Ottawa County Water Resource Commissioner,42.9016546288,-85.7917688942,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_633,Sand Creek,Ottawa County Water Resource Commissioner,42.9735625872,-85.7919276976,Ottawa County Water Resource Commissioner,15.0,Sand Creek,Storm Water Inlet Drain
OCRC_251,Rush Creek,Ottawa County Water Resource Commissioner,42.8811851521,-85.7920032563,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_252,Rush Creek,Ottawa County Water Resource Commissioner,42.8814366463,-85.7920090463,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_631,Sand Creek,Ottawa County Water Resource Commissioner,42.97491927430001,-85.7920222405,Ottawa County Water Resource Commissioner,15.0,Sand Creek,Storm Water Inlet Drain
OCRC_635,Sand Creek,Ottawa County Water Resource Commissioner,42.975562865,-85.7920289698,Ottawa County Water Resource Commissioner,15.0,Sand Creek,Storm Water Inlet Drain
OCRC_629,Sand Creek,Ottawa County Water Resource Commissioner,42.9759977453,-85.7920763068,Ottawa County Water Resource Commissioner,15.0,Sand Creek,Storm Water Inlet Drain
OCRC_627,Sand Creek,Ottawa County Water Resource Commissioner,42.97685848729999,-85.7921107546,Ottawa County Water Resource Commissioner,15.0,Sand Creek,Storm Water Inlet Drain
OCRC_634,Sand Creek,Ottawa County Water Resource Commissioner,42.973522063400004,-85.7921214129,Ottawa County Water Resource Commissioner,15.0,Sand Creek,Storm Water Inlet Drain
OCRC_626,Sand Creek,Ottawa County Water Resource Commissioner,42.9777586454,-85.7921363792,Ottawa County Water Resource Commissioner,15.0,Sand Creek,Storm Water Inlet Drain
OCRC_632,Sand Creek,Ottawa County Water Resource Commissioner,42.974917399300004,-85.7921730541,Ottawa County Water Resource Commissioner,15.0,Sand Creek,Storm Water Inlet Drain
OCRC_630,Sand Creek,Ottawa County Water Resource Commissioner,42.9759958096,-85.7922319881,Ottawa County Water Resource Commissioner,15.0,Sand Creek,Storm Water Inlet Drain
OCRC_636,Sand Creek,Ottawa County Water Resource Commissioner,42.975560243900006,-85.7922397868,Ottawa County Water Resource Commissioner,15.0,Sand Creek,Storm Water Inlet Drain
OCRC_628,Sand Creek,Ottawa County Water Resource Commissioner,42.976860244899996,-85.7922567903,Ottawa County Water Resource Commissioner,15.0,Sand Creek,Storm Water Inlet Drain
OCRC_625,Sand Creek,Ottawa County Water Resource Commissioner,42.977760463500005,-85.7922775518,Ottawa County Water Resource Commissioner,15.0,Sand Creek,Storm Water Inlet Drain
